iter	Accuracy	Logloss
530	0.9715504211	0.110274148
531	0.9715504211	0.1102218328
532	0.9715504211	0.1101760702
533	0.9715504211	0.1101432524
534	0.9715504211	0.1100847078
535	0.9715504211	0.1100504405
536	0.9714964371	0.1100064071
537	0.9715504211	0.1099784826
538	0.9715504211	0.1099574442
539	0.9715504211	0.1099534844
540	0.9715504211	0.1099366423
541	0.9715504211	0.1099127751
542	0.9715504211	0.109858951
543	0.9715504211	0.1098442727
544	0.9715504211	0.1098125554
545	0.9716044051	0.109770267
546	0.9716044051	0.1097442857
547	0.9716044051	0.1097347042
548	0.9716044051	0.1097146203
549	0.9716044051	0.1096689648
550	0.9715504211	0.109655149
551	0.9715504211	0.1096196796
552	0.9715504211	0.1095958205
553	0.9716044051	0.1095407395
554	0.9716044051	0.1095218994
555	0.9716044051	0.109493009
556	0.9716583891	0.1094333045
557	0.9716583891	0.1093809544
558	0.9716583891	0.1093676788
559	0.9716583891	0.1093493279
560	0.9716583891	0.1093297188
561	0.9716583891	0.1093080359
562	0.9716583891	0.1092977541
563	0.9717123731	0.1092467929
564	0.9717663572	0.1091885341
565	0.9717663572	0.109143592
566	0.9717663572	0.1091009099
567	0.9717663572	0.1090532697
568	0.9717663572	0.1090082429
569	0.9717663572	0.1089843557
570	0.9717663572	0.10896065
571	0.9717663572	0.1088897917
572	0.9717663572	0.1088569725
573	0.9717663572	0.1088129379
574	0.9717663572	0.1087715158
575	0.9717663572	0.1087233588
576	0.9717663572	0.1086434167
577	0.9717663572	0.1086096799
578	0.9717663572	0.1085897392
579	0.9717663572	0.1085493181
580	0.9717663572	0.1085054214
581	0.9717663572	0.1084767704
582	0.9717663572	0.1084558102
583	0.9717663572	0.1084450991
584	0.9717663572	0.1083981512
585	0.9717663572	0.1083769861
586	0.9717663572	0.1083589114
587	0.9717663572	0.1083305794
588	0.9717663572	0.1083045467
589	0.9717663572	0.108292474
590	0.9718203412	0.1082644538
591	0.9718203412	0.1082440022
592	0.9718203412	0.1081910439
593	0.9718203412	0.108153851
594	0.9718203412	0.108127275
595	0.9718203412	0.1080982362
596	0.9718203412	0.1080617807
597	0.9718203412	0.1080199478
598	0.9718203412	0.1079742411
599	0.9718203412	0.1079187676
600	0.9718203412	0.1078844302
601	0.9718203412	0.1078645055
602	0.9718203412	0.1078423841
603	0.9718203412	0.1078098677
604	0.9718203412	0.1078006682
605	0.9718203412	0.107732866
606	0.9718203412	0.1077024316
607	0.9718203412	0.1076761774
608	0.9718203412	0.1076331853
609	0.9718203412	0.1075923406
610	0.9718203412	0.1075840342
611	0.9718743252	0.1075577498
612	0.9718743252	0.1075262972
613	0.9718743252	0.1075175908
614	0.9718743252	0.1074797961
615	0.9718743252	0.1074626585
616	0.9718743252	0.1074287449
617	0.9718743252	0.1074059995
618	0.9718743252	0.1073595978
619	0.9718743252	0.1073387362
620	0.9718743252	0.107294593
621	0.9718743252	0.107274781
622	0.9718743252	0.1072571381
623	0.9718743252	0.1072135315
624	0.9718743252	0.1071876378
625	0.9718743252	0.1071655465
626	0.9718743252	0.1071392578
627	0.9718743252	0.107114603
628	0.9718743252	0.1070511689
629	0.9718743252	0.1070359975
630	0.9718743252	0.1070078424
631	0.9718743252	0.1070012935
632	0.9718743252	0.1069745819
633	0.9718743252	0.1069704893
634	0.9718743252	0.1069421881
635	0.9718743252	0.1068992997
636	0.9719283092	0.1068746493
637	0.9719283092	0.1068664106
638	0.9719283092	0.1068636712
639	0.9719283092	0.1068141419
640	0.9719283092	0.1067827273
641	0.9719283092	0.1067563278
642	0.9719283092	0.1067234829
643	0.9719283092	0.1066868163
644	0.9719283092	0.1066756668
645	0.9719283092	0.1066503302
646	0.9719283092	0.1065886627
647	0.9719283092	0.106576714
648	0.9719283092	0.1065354949
649	0.9719283092	0.1065100356
650	0.9719283092	0.1064715232
651	0.9719283092	0.1063950877
652	0.9719283092	0.1063447739
653	0.9719283092	0.1062720271
654	0.9719283092	0.1062567761
655	0.9719283092	0.1062123189
656	0.9719283092	0.1061891965
657	0.9719283092	0.1061813711
658	0.9719283092	0.1061516907
659	0.9719283092	0.1061327227
660	0.9719283092	0.1060827563
661	0.9719283092	0.1060659481
662	0.9719283092	0.1060556953
663	0.9719283092	0.1060453325
664	0.9719283092	0.1059940025
665	0.9719283092	0.1059450121
666	0.9719283092	0.1059290155
667	0.9719283092	0.1058748528
668	0.9719283092	0.1058275526
669	0.9719283092	0.1057887667
670	0.9719283092	0.1057709952
671	0.9719283092	0.1057242784
672	0.9719283092	0.1057172562
673	0.9719283092	0.1057002073
674	0.9719283092	0.1056742731
675	0.9719822932	0.1056378404
676	0.9719822932	0.1056236628
677	0.9719822932	0.1055950693
678	0.9719822932	0.1055527488
679	0.9719822932	0.1055212425
680	0.9719822932	0.1054822664
681	0.9719822932	0.105455967
682	0.9719283092	0.1054156209
683	0.9719283092	0.1053551892
684	0.9719283092	0.1053261429
685	0.9719283092	0.1052996188
686	0.9719283092	0.105278775
687	0.9719283092	0.1052386677
688	0.9719283092	0.1052285012
689	0.9719822932	0.1051859215
690	0.9719822932	0.1051618361
691	0.9719822932	0.1051445782
692	0.9719822932	0.1051204951
693	0.9719822932	0.105094332
694	0.9719822932	0.1050514676
695	0.9719822932	0.1050440209
696	0.9720362773	0.1049965999
697	0.9720362773	0.1049798823
698	0.9720362773	0.1049457843
699	0.9720362773	0.104907574
700	0.9720362773	0.1048831144
701	0.9720362773	0.104861015
702	0.9720362773	0.104845117
703	0.9720362773	0.1048203672
704	0.9720362773	0.104775516
705	0.9720362773	0.1047486459
706	0.9720362773	0.1047151378
707	0.9720362773	0.1046780591
708	0.9720362773	0.1046564128
709	0.9720362773	0.1046241449
710	0.9720362773	0.1046045339
711	0.9720362773	0.1045644364
712	0.9720362773	0.1045299426
713	0.9720362773	0.1044855087
714	0.9720362773	0.1044501197
715	0.9720902613	0.1044282391
716	0.9720902613	0.1044101279
717	0.9720902613	0.1043742303
718	0.9720902613	0.104340671
719	0.9720902613	0.1042706311
720	0.9720902613	0.1042572175
721	0.9720902613	0.1042363626
722	0.9720902613	0.104215886
723	0.9720902613	0.1042058914
724	0.9720902613	0.1041774526
725	0.9720902613	0.1041482717
726	0.9720902613	0.1041228177
727	0.9720902613	0.1041133294
728	0.9720902613	0.104096859
729	0.9721442453	0.104031084
730	0.9721442453	0.1039953127
731	0.9721442453	0.103964834
732	0.9721442453	0.1039516132
733	0.9721442453	0.1039343025
734	0.9721442453	0.103931906
735	0.9721442453	0.1038809312
736	0.9721442453	0.1038552573
737	0.9721442453	0.1037922853
738	0.9720902613	0.1037518433
739	0.9720902613	0.1037406752
740	0.9721442453	0.1037072009
741	0.9721442453	0.1036689184
742	0.9721442453	0.103621746
743	0.9721442453	0.1036052428
744	0.9721442453	0.1036012666
745	0.9721442453	0.1035877699
746	0.9721982293	0.1035587554
747	0.9721442453	0.1035258877
748	0.9721442453	0.1035152445
749	0.9721442453	0.1034908156
750	0.9721442453	0.1034763942
751	0.9721442453	0.1034456038
752	0.9721982293	0.1033857126
753	0.9721982293	0.1033711958
754	0.9721982293	0.103323092
755	0.9721982293	0.1032838142
756	0.9721982293	0.1032525488
757	0.9721982293	0.1032383077
758	0.9721982293	0.1031953557
759	0.9721982293	0.1031484064
760	0.9721982293	0.1031417971
761	0.9721982293	0.10312487
762	0.9721982293	0.1030838577
763	0.9721982293	0.1030666875
764	0.9721982293	0.1030549419
765	0.9721982293	0.1030440387
766	0.9721982293	0.1030318961
767	0.9721982293	0.1029901676
768	0.9721982293	0.1029751263
769	0.9721982293	0.1029435143
770	0.9721982293	0.1029344033
771	0.9721982293	0.1029256384
772	0.9721982293	0.1028900439
773	0.9722522133	0.1028745308
774	0.9722522133	0.1028594772
775	0.9722522133	0.1028223012
776	0.9722522133	0.1027905763
777	0.9722522133	0.1027641674
778	0.9722522133	0.1027251863
779	0.9722522133	0.1026836094
780	0.9722522133	0.1026721157
781	0.9722522133	0.1026280443
782	0.9722522133	0.1025901613
783	0.9722522133	0.1025531649
784	0.9722522133	0.1025411348
785	0.9722522133	0.1024905281
786	0.9722522133	0.1024849683
787	0.9722522133	0.1024393098
788	0.9722522133	0.1023909957
789	0.9722522133	0.1023514378
790	0.9722522133	0.1023162145
791	0.9722522133	0.1022937378
792	0.9721982293	0.1022457299
793	0.9721982293	0.1022046459
794	0.9721982293	0.1021844523
795	0.9721982293	0.102138218
796	0.9721982293	0.1020944502
797	0.9721982293	0.1020499474
798	0.9721982293	0.1020364592
799	0.9721982293	0.1019989085
800	0.9721982293	0.1019758589
